"","states","total_confirmed","new_confirmed","total_recoveries","new_recoveries","total_death","new_death","week","day","month"
"1296","Kano",3844,94,3579,105,108,4,2021-03-07,"Sunday","March"
"1297","Katsina",2060,31,2025,55,34,7,2021-03-07,"Sunday","March"
"1298","Kebbi",412,38,323,23,14,0,2021-03-07,"Sunday","March"
"1299","Kogi",5,0,3,0,2,0,2021-03-07,"Sunday","March"
"1300","Kwara",2962,44,2585,284,51,0,2021-03-07,"Sunday","March"
"1301","Lagos",56473,745,54922,1402,415,5,2021-03-07,"Sunday","March"
"1302","Nasarawa",2251,36,373,0,13,0,2021-03-07,"Sunday","March"
"1303","Niger",919,6,417,0,17,0,2021-03-07,"Sunday","March"
"1304","Ogun",4437,49,3987,383,47,1,2021-03-07,"Sunday","March"
"1305","Ondo",3066,83,2080,0,58,1,2021-03-07,"Sunday","March"
"1306","Osun",2457,28,2199,238,52,2,2021-03-07,"Sunday","March"
"1307","Oyo",6766,41,5784,147,114,4,2021-03-07,"Sunday","March"
"1308","Plateau",8944,55,8783,65,57,0,2021-03-07,"Sunday","March"
"1309","Rivers",6680,202,6294,177,97,3,2021-03-07,"Sunday","March"
"1310","Sokoto",769,0,741,1,28,0,2021-03-07,"Sunday","March"
"1311","Taraba",863,59,767,131,22,0,2021-03-07,"Sunday","March"
"1312","Yobe",293,25,259,17,9,0,2021-03-07,"Sunday","March"
"1313","Zamfara",222,3,214,0,8,0,2021-03-07,"Sunday","March"
"1314","Abia",1520,80,1427,67,21,3,2021-02-28,"Sunday","February"
"1315","Adamawa",762,0,264,0,28,0,2021-02-28,"Sunday","February"
"1316","Akwa Ibom",1501,81,850,136,14,0,2021-02-28,"Sunday","February"
"1317","Anambra",1726,111,1591,495,19,0,2021-02-28,"Sunday","February"
"1318","Bauchi",1224,9,1196,0,17,0,2021-02-28,"Sunday","February"
"1319","Bayelsa",769,18,706,36,26,0,2021-02-28,"Sunday","February"
"1320","Benue",1188,18,591,11,22,0,2021-02-28,"Sunday","February"
"1321","Borno",1276,34,1064,132,38,0,2021-02-28,"Sunday","February"
"1322","Cross River",324,57,254,31,13,1,2021-02-28,"Sunday","February"
"1323","Delta",2554,46,1744,0,65,1,2021-02-28,"Sunday","February"
"1324","Ebonyi",1911,73,1547,39,31,0,2021-02-28,"Sunday","February"
"1325","Edo",4552,83,3956,359,166,8,2021-02-28,"Sunday","February"
"1326","Ekiti",802,48,657,10,10,1,2021-02-28,"Sunday","February"
"1327","Enugu",2003,37,1865,51,29,0,2021-02-28,"Sunday","February"
"1328","FCT",19211,216,11843,84,145,5,2021-02-28,"Sunday","February"
"1329","Gombe",2004,33,1861,70,43,0,2021-02-28,"Sunday","February"
"1330","Imo",1474,48,1263,79,28,2,2021-02-28,"Sunday","February"
"1331","Jigawa",496,0,429,0,11,0,2021-02-28,"Sunday","February"
"1332","Kaduna",8476,158,8248,273,62,2,2021-02-28,"Sunday","February"
"1333","Kano",3750,92,3474,131,104,2,2021-02-28,"Sunday","February"
"1334","Katsina",2029,7,1970,20,27,0,2021-02-28,"Sunday","February"
"1335","Kebbi",374,60,300,43,14,0,2021-02-28,"Sunday","February"
"1336","Kogi",5,0,3,0,2,0,2021-02-28,"Sunday","February"
"1337","Kwara",2918,178,2301,355,51,3,2021-02-28,"Sunday","February"
"1338","Lagos",55728,1115,53520,1633,410,26,2021-02-28,"Sunday","February"
"1339","Nasarawa",2215,41,373,0,13,0,2021-02-28,"Sunday","February"
"1340","Niger",913,6,417,0,17,0,2021-02-28,"Sunday","February"
"1341","Ogun",4388,308,3604,143,46,0,2021-02-28,"Sunday","February"
"1342","Ondo",2983,85,2080,0,57,0,2021-02-28,"Sunday","February"
"1343","Osun",2429,125,1961,349,50,5,2021-02-28,"Sunday","February"
"1344","Oyo",6725,82,5715,78,110,4,2021-02-28,"Sunday","February"
"1345","Plateau",8889,60,8718,106,57,0,2021-02-28,"Sunday","February"
"1346","Rivers",6478,162,6117,287,94,2,2021-02-28,"Sunday","February"
"1347","Sokoto",769,1,740,4,28,1,2021-02-28,"Sunday","February"
"1348","Taraba",804,111,636,101,22,2,2021-02-28,"Sunday","February"
"1349","Yobe",268,0,242,0,9,0,2021-02-28,"Sunday","February"
"1350","Zamfara",219,0,215,0,8,0,2021-02-28,"Sunday","February"
"1351","Abia",1440,102,1360,148,18,5,2021-02-21,"Sunday","February"
"1352","Adamawa",762,37,264,2,28,0,2021-02-21,"Sunday","February"
"1353","Akwa Ibom",1420,167,714,118,14,0,2021-02-21,"Sunday","February"
"1354","Anambra",1615,344,1096,762,19,0,2021-02-21,"Sunday","February"
"1355","Bauchi",1215,20,1196,18,17,0,2021-02-21,"Sunday","February"
"1356","Bayelsa",751,32,670,27,26,1,2021-02-21,"Sunday","February"
"1357","Benue",1170,115,580,28,22,0,2021-02-21,"Sunday","February"
"1358","Borno",1242,63,932,0,38,0,2021-02-21,"Sunday","February"
"1359","Cross River",267,35,223,17,12,0,2021-02-21,"Sunday","February"
"1360","Delta",2508,43,1744,0,64,12,2021-02-21,"Sunday","February"
"1361","Ebonyi",1838,137,1508,99,31,1,2021-02-21,"Sunday","February"
"1362","Edo",4469,205,3597,320,158,6,2021-02-21,"Sunday","February"
"1363","Ekiti",754,59,647,98,9,0,2021-02-21,"Sunday","February"
"1364","Enugu",1966,65,1814,179,29,6,2021-02-21,"Sunday","February"
"1365","FCT",18995,443,11759,155,140,3,2021-02-21,"Sunday","February"
"1366","Gombe",1971,31,1791,62,43,0,2021-02-21,"Sunday","February"
"1367","Imo",1426,85,1184,71,26,7,2021-02-21,"Sunday","February"
"1368","Jigawa",496,7,429,6,11,0,2021-02-21,"Sunday","February"
"1369","Kaduna",8318,241,7975,257,60,2,2021-02-21,"Sunday","February"
"1370","Kano",3658,172,3343,261,102,7,2021-02-21,"Sunday","February"
"1371","Katsina",2022,5,1950,18,27,0,2021-02-21,"Sunday","February"
"1372","Kebbi",314,15,257,0,14,1,2021-02-21,"Sunday","February"
"1373","Kogi",5,0,3,0,2,0,2021-02-21,"Sunday","February"
"1374","Kwara",2740,199,1946,196,48,0,2021-02-21,"Sunday","February"
"1375","Lagos",54613,1402,51887,2304,384,15,2021-02-21,"Sunday","February"
"1376","Nasarawa",2174,59,373,0,13,0,2021-02-21,"Sunday","February"
"1377","Niger",907,20,417,0,17,3,2021-02-21,"Sunday","February"
"1378","Ogun",4080,367,3461,136,46,0,2021-02-21,"Sunday","February"
"1379","Ondo",2898,174,2080,0,57,1,2021-02-21,"Sunday","February"
"1380","Osun",2304,164,1612,104,45,4,2021-02-21,"Sunday","February"
"1381","Oyo",6643,317,5637,1325,106,1,2021-02-21,"Sunday","February"
"1382","Plateau",8829,138,8612,332,57,1,2021-02-21,"Sunday","February"
"1383","Rivers",6316,331,5830,290,92,4,2021-02-21,"Sunday","February"
"1384","Sokoto",768,5,736,4,27,1,2021-02-21,"Sunday","February"
"1385","Taraba",693,109,535,109,20,3,2021-02-21,"Sunday","February"
"1386","Yobe",268,8,242,9,9,0,2021-02-21,"Sunday","February"
"1387","Zamfara",219,4,215,20,8,0,2021-02-21,"Sunday","February"
"1388","Abia",1338,0,1212,0,13,0,2021-02-14,"Sunday","February"
"1389","Adamawa",725,52,262,22,28,0,2021-02-14,"Sunday","February"
"1390","Akwa Ibom",1253,163,596,22,14,0,2021-02-14,"Sunday","February"
"1391","Anambra",1271,0,334,0,19,0,2021-02-14,"Sunday","February"
"1392","Bauchi",1195,31,1178,34,17,0,2021-02-14,"Sunday","February"
"1393","Bayelsa",719,24,643,7,25,1,2021-02-14,"Sunday","February"
"1394","Benue",1055,138,552,6,22,1,2021-02-14,"Sunday","February"
"1395","Borno",1179,94,932,82,38,1,2021-02-14,"Sunday","February"
"1396","Cross River",232,10,206,6,12,0,2021-02-14,"Sunday","February"
"1397","Delta",2465,69,1744,0,52,0,2021-02-14,"Sunday","February"
"1398","Ebonyi",1701,161,1409,140,30,0,2021-02-14,"Sunday","February"
"1399","Edo",4264,258,3277,119,152,6,2021-02-14,"Sunday","February"
"1400","Ekiti",695,54,549,55,9,0,2021-02-14,"Sunday","February"
"1401","Enugu",1901,72,1635,124,23,2,2021-02-14,"Sunday","February"
"1402","FCT",18552,728,11604,130,137,9,2021-02-14,"Sunday","February"
"1403","Gombe",1940,138,1778,237,43,1,2021-02-14,"Sunday","February"
"1404","Imo",1341,121,1113,114,19,0,2021-02-14,"Sunday","February"
"1405","Jigawa",489,4,423,21,11,0,2021-02-14,"Sunday","February"
"1406","Kaduna",8077,259,7718,213,58,1,2021-02-14,"Sunday","February"
"1407","Kano",3486,172,3082,241,95,3,2021-02-14,"Sunday","February"
"1408","Katsina",2017,116,1932,90,27,0,2021-02-14,"Sunday","February"
"1409","Kebbi",299,23,257,0,13,0,2021-02-14,"Sunday","February"
"1410","Kogi",5,0,3,0,2,0,2021-02-14,"Sunday","February"
"1411","Kwara",2541,383,1750,175,44,2,2021-02-14,"Sunday","February"
"1412","Lagos",53211,1526,49583,4334,371,28,2021-02-14,"Sunday","February"
"1413","Nasarawa",2115,139,373,0,13,0,2021-02-14,"Sunday","February"
"1414","Niger",887,40,417,0,14,0,2021-02-14,"Sunday","February"
"1415","Ogun",3713,135,3325,202,46,1,2021-02-14,"Sunday","February"
"1416","Ondo",2724,218,2080,0,56,1,2021-02-14,"Sunday","February"
"1417","Osun",2140,335,1508,107,41,8,2021-02-14,"Sunday","February"
"1418","Oyo",6326,421,4312,152,105,16,2021-02-14,"Sunday","February"
"1419","Plateau",8691,394,8280,376,56,0,2021-02-14,"Sunday","February"
"1420","Rivers",5985,226,5540,575,88,2,2021-02-14,"Sunday","February"
"1421","Sokoto",763,4,732,17,26,0,2021-02-14,"Sunday","February"
"1422","Taraba",584,88,426,47,17,2,2021-02-14,"Sunday","February"
"1423","Yobe",260,10,233,20,9,1,2021-02-14,"Sunday","February"
"1424","Zamfara",215,0,195,0,8,0,2021-02-14,"Sunday","February"
"1425","Abia",1338,118,1212,118,13,1,2021-02-07,"Sunday","February"
"1426","Adamawa",673,42,240,0,28,0,2021-02-07,"Sunday","February"
"1427","Akwa Ibom",1090,212,574,33,14,4,2021-02-07,"Sunday","February"
"1428","Anambra",1271,378,334,0,19,0,2021-02-07,"Sunday","February"
"1429","Bauchi",1164,22,1144,27,17,0,2021-02-07,"Sunday","February"
"1430","Bayelsa",695,26,636,60,24,0,2021-02-07,"Sunday","February"
"1431","Benue",917,69,546,2,21,1,2021-02-07,"Sunday","February"
"1432","Borno",1085,128,850,76,37,1,2021-02-07,"Sunday","February"
"1433","Cross River",222,27,200,21,12,0,2021-02-07,"Sunday","February"
"1434","Delta",2396,73,1744,7,52,0,2021-02-07,"Sunday","February"
"1435","Ebonyi",1540,117,1269,58,30,0,2021-02-07,"Sunday","February"
"1436","Edo",4006,212,3158,112,146,7,2021-02-07,"Sunday","February"
"1437","Ekiti",641,64,494,28,9,0,2021-02-07,"Sunday","February"
"1438","Enugu",1829,91,1511,90,21,0,2021-02-07,"Sunday","February"
"1439","FCT",17824,961,11474,491,128,2,2021-02-07,"Sunday","February"
"1440","Gombe",1802,196,1541,98,42,0,2021-02-07,"Sunday","February"
"1441","Imo",1220,104,999,164,19,1,2021-02-07,"Sunday","February"
"1442","Jigawa",485,25,402,12,11,0,2021-02-07,"Sunday","February"
"1443","Kaduna",7818,157,7505,443,57,0,2021-02-07,"Sunday","February"
"1444","Kano",3314,322,2841,283,92,13,2021-02-07,"Sunday","February"
"1445","Katsina",1901,37,1842,112,27,0,2021-02-07,"Sunday","February"
"1446","Kebbi",276,6,257,4,13,0,2021-02-07,"Sunday","February"
"1447","Kogi",5,0,3,0,2,0,2021-02-07,"Sunday","February"
"1448","Kwara",2158,222,1575,26,42,1,2021-02-07,"Sunday","February"
"1449","Lagos",51685,2411,45249,4316,343,29,2021-02-07,"Sunday","February"
"1450","Nasarawa",1976,166,373,48,13,0,2021-02-07,"Sunday","February"
"1451","Niger",847,159,417,0,14,0,2021-02-07,"Sunday","February"
"1452","Ogun",3578,197,3123,321,45,2,2021-02-07,"Sunday","February"
"1453","Ondo",2506,206,2080,80,55,4,2021-02-07,"Sunday","February"
"1454","Osun",1805,268,1401,265,33,1,2021-02-07,"Sunday","February"
"1455","Oyo",5905,488,4160,33,89,4,2021-02-07,"Sunday","February"
"1456","Plateau",8297,403,7904,613,56,3,2021-02-07,"Sunday","February"
"1457","Rivers",5759,483,4965,481,86,7,2021-02-07,"Sunday","February"
"1458","Sokoto",759,11,715,25,26,0,2021-02-07,"Sunday","February"
"1459","Taraba",496,84,379,65,15,0,2021-02-07,"Sunday","February"
"1460","Yobe",250,9,213,14,8,0,2021-02-07,"Sunday","February"
"1461","Zamfara",215,12,195,10,8,0,2021-02-07,"Sunday","February"
"1462","Abia",1220,17,1094,19,12,0,2021-01-31,"Sunday","January"
"1463","Adamawa",631,23,240,2,28,2,2021-01-31,"Sunday","January"
"1464","Akwa Ibom",878,95,541,70,10,0,2021-01-31,"Sunday","January"
"1465","Anambra",893,173,334,0,19,0,2021-01-31,"Sunday","January"
"1466","Bauchi",1142,22,1117,54,17,0,2021-01-31,"Sunday","January"
"1467","Bayelsa",669,14,576,26,24,0,2021-01-31,"Sunday","January"
"1468","Benue",848,131,544,9,20,2,2021-01-31,"Sunday","January"
"1469","Borno",957,77,774,0,36,0,2021-01-31,"Sunday","January"
"1470","Cross River",195,6,179,13,12,0,2021-01-31,"Sunday","January"
"1471","Delta",2323,100,1737,0,52,0,2021-01-31,"Sunday","January"
"1472","Ebonyi",1423,93,1211,139,30,0,2021-01-31,"Sunday","January"
"1473","Edo",3794,226,3046,113,139,4,2021-01-31,"Sunday","January"
"1474","Ekiti",577,64,466,32,9,1,2021-01-31,"Sunday","January"
"1475","Enugu",1738,94,1421,46,21,0,2021-01-31,"Sunday","January"
"1476","FCT",16863,1093,10983,41,126,7,2021-01-31,"Sunday","January"
"1477","Gombe",1606,39,1443,106,42,0,2021-01-31,"Sunday","January"
"1478","Imo",1116,127,835,45,18,0,2021-01-31,"Sunday","January"
"1479","Jigawa",460,15,390,2,11,0,2021-01-31,"Sunday","January"
"1480","Kaduna",7661,320,7062,670,57,1,2021-01-31,"Sunday","January"
"1481","Kano",2992,196,2558,166,79,6,2021-01-31,"Sunday","January"
"1482","Katsina",1864,134,1730,60,27,0,2021-01-31,"Sunday","January"
"1483","Kebbi",270,3,253,50,13,0,2021-01-31,"Sunday","January"
"1484","Kogi",5,0,3,0,2,0,2021-01-31,"Sunday","January"
"1485","Kwara",1936,143,1549,125,41,3,2021-01-31,"Sunday","January"
"1486","Lagos",49274,4334,40933,4402,314,22,2021-01-31,"Sunday","January"
"1487","Nasarawa",1810,314,325,0,13,0,2021-01-31,"Sunday","January"
"1488","Niger",688,47,417,0,14,0,2021-01-31,"Sunday","January"
"1489","Ogun",3381,175,2802,179,43,4,2021-01-31,"Sunday","January"
"1490","Ondo",2300,112,2000,0,51,5,2021-01-31,"Sunday","January"
"1491","Osun",1537,101,1136,60,32,5,2021-01-31,"Sunday","January"
"1492","Oyo",5417,421,4127,26,85,13,2021-01-31,"Sunday","January"
"1493","Plateau",7894,372,7291,639,53,0,2021-01-31,"Sunday","January"
"1494","Rivers",5276,400,4484,483,79,1,2021-01-31,"Sunday","January"
"1495","Sokoto",748,59,690,76,26,0,2021-01-31,"Sunday","January"
"1496","Taraba",412,88,314,81,15,3,2021-01-31,"Sunday","January"
"1497","Yobe",241,30,199,2,8,0,2021-01-31,"Sunday","January"
"1498","Zamfara",203,18,185,25,8,3,2021-01-31,"Sunday","January"
"1499","Abia",1134,48,1014,25,11,0,2021-01-17,"Sunday","January"
"1500","Adamawa",540,43,238,0,26,0,2021-01-17,"Sunday","January"
"1501","Akwa Ibom",667,155,422,31,9,0,2021-01-17,"Sunday","January"
"1502","Anambra",515,129,334,17,19,0,2021-01-17,"Sunday","January"
"1503","Bauchi",1107,25,964,60,17,0,2021-01-17,"Sunday","January"
"1504","Bayelsa",608,39,539,74,23,2,2021-01-17,"Sunday","January"
"1505","Benue",657,56,513,1,17,2,2021-01-17,"Sunday","January"
"1506","Borno",865,35,738,0,36,0,2021-01-17,"Sunday","January"
"1507","Cross River",169,0,157,0,12,0,2021-01-17,"Sunday","January"
"1508","Delta",2102,120,1737,0,52,0,2021-01-17,"Sunday","January"
"1509","Ebonyi",1259,112,1072,0,30,0,2021-01-17,"Sunday","January"
"1510","Edo",3261,183,2828,77,127,7,2021-01-17,"Sunday","January"
"1511","Ekiti",473,34,408,5,7,0,2021-01-17,"Sunday","January"
"1512","Enugu",1583,128,1375,0,21,0,2021-01-17,"Sunday","January"
"1513","FCT",14598,1150,10686,2910,118,9,2021-01-17,"Sunday","January"
"1514","Gombe",1489,49,1251,127,41,3,2021-01-17,"Sunday","January"
"1515","Imo",857,56,770,24,17,0,2021-01-17,"Sunday","January"
"1516","Jigawa",425,6,383,14,11,0,2021-01-17,"Sunday","January"
"1517","Kaduna",6178,377,5732,312,55,0,2021-01-17,"Sunday","January"
"1518","Kano",2591,147,2187,132,70,0,2021-01-17,"Sunday","January"
"1519","Katsina",1723,36,1644,57,27,0,2021-01-17,"Sunday","January"
"1520","Kebbi",251,28,203,16,13,0,2021-01-17,"Sunday","January"
"1521","Kogi",5,0,3,0,2,0,2021-01-17,"Sunday","January"
"1522","Kwara",1566,71,1335,241,32,1,2021-01-17,"Sunday","January"
"1523","Lagos",40624,4523,32007,3020,271,15,2021-01-17,"Sunday","January"
"1524","Nasarawa",1301,210,325,0,13,0,2021-01-17,"Sunday","January"
"1525","Niger",547,70,400,31,14,1,2021-01-17,"Sunday","January"
"1526","Ogun",2859,175,2477,125,37,2,2021-01-17,"Sunday","January"
"1527","Ondo",2070,126,1809,46,42,1,2021-01-17,"Sunday","January"
"1528","Osun",1215,150,1023,45,27,3,2021-01-17,"Sunday","January"
"1529","Oyo",4695,372,4054,619,68,14,2021-01-17,"Sunday","January"
"1530","Plateau",6753,979,6051,845,47,1,2021-01-17,"Sunday","January"
"1531","Rivers",4392,479,3619,252,73,6,2021-01-17,"Sunday","January"
"1532","Sokoto",677,148,460,119,26,6,2021-01-17,"Sunday","January"
"1533","Taraba",258,32,208,17,11,4,2021-01-17,"Sunday","January"
"1534","Yobe",211,4,197,18,8,0,2021-01-17,"Sunday","January"
"1535","Abia",1086,58,989,21,11,1,2021-01-10,"Sunday","January"
"1536","Adamawa",497,73,238,0,26,1,2021-01-10,"Sunday","January"
"1537","Akwa Ibom",512,75,391,6,9,0,2021-01-10,"Sunday","January"
"1538","Anambra",386,58,317,43,19,0,2021-01-10,"Sunday","January"
"1539","Bauchi",1082,62,904,44,17,0,2021-01-10,"Sunday","January"
"1540","Bayelsa",569,35,465,44,21,0,2021-01-10,"Sunday","January"
"1541","Benue",601,69,512,43,15,4,2021-01-10,"Sunday","January"
"1542","Borno",830,24,738,0,36,0,2021-01-10,"Sunday","January"
"1543","Cross River",169,0,157,0,12,0,2021-01-10,"Sunday","January"
"1544","Delta",1982,94,1737,0,52,0,2021-01-10,"Sunday","January"
"1545","Ebonyi",1147,40,1072,0,30,0,2021-01-10,"Sunday","January"
"1546","Edo",3078,176,2751,70,120,3,2021-01-10,"Sunday","January"
"1547","Ekiti",439,24,403,8,7,1,2021-01-10,"Sunday","January"
"1548","Enugu",1455,55,1375,27,21,0,2021-01-10,"Sunday","January"
"1549","FCT",13448,1365,7776,188,109,5,2021-01-10,"Sunday","January"
"1550","Gombe",1440,102,1124,123,38,1,2021-01-10,"Sunday","January"
"1551","Imo",801,35,746,24,17,4,2021-01-10,"Sunday","January"
"1552","Jigawa",419,12,369,1,11,0,2021-01-10,"Sunday","January"
"1553","Kaduna",5801,354,5420,712,55,2,2021-01-10,"Sunday","January"
"1554","Kano",2444,120,2055,125,70,2,2021-01-10,"Sunday","January"
"1555","Katsina",1687,51,1587,158,27,0,2021-01-10,"Sunday","January"
"1556","Kebbi",223,50,187,43,13,4,2021-01-10,"Sunday","January"
"1557","Kogi",5,0,3,0,2,0,2021-01-10,"Sunday","January"
"1558","Kwara",1495,81,1094,0,31,0,2021-01-10,"Sunday","January"
"1559","Lagos",36101,4780,28987,2192,256,9,2021-01-10,"Sunday","January"
"1560","Nasarawa",1091,193,325,0,13,0,2021-01-10,"Sunday","January"
"1561","Niger",477,60,369,49,13,0,2021-01-10,"Sunday","January"
"1562","Ogun",2684,132,2352,60,35,1,2021-01-10,"Sunday","January"
"1563","Ondo",1944,101,1763,0,41,0,2021-01-10,"Sunday","January"
"1564","Osun",1065,46,978,13,24,0,2021-01-10,"Sunday","January"
"1565","Oyo",4323,288,3435,33,54,2,2021-01-10,"Sunday","January"
"1566","Plateau",5774,777,5206,646,46,2,2021-01-10,"Sunday","January"
"1567","Rivers",3913,341,3367,158,67,3,2021-01-10,"Sunday","January"
"1568","Sokoto",529,149,341,71,20,2,2021-01-10,"Sunday","January"
"1569","Taraba",226,9,191,4,7,0,2021-01-10,"Sunday","January"
"1570","Yobe",207,6,179,35,8,0,2021-01-10,"Sunday","January"
"1571","Zamfara",157,45,127,45,5,0,2021-01-10,"Sunday","January"
"1572","Abia",1028,45,968,11,10,0,2021-01-03,"Sunday","January"
"1573","Adamawa",424,69,238,0,25,4,2021-01-03,"Sunday","January"
"1574","Akwa Ibom",437,8,385,38,9,0,2021-01-03,"Sunday","January"
"1575","Anambra",328,20,274,0,19,0,2021-01-03,"Sunday","January"
"1576","Bauchi",1020,52,860,13,17,0,2021-01-03,"Sunday","January"
"1577","Bayelsa",534,15,421,0,21,0,2021-01-03,"Sunday","January"
"1578","Benue",532,0,469,0,11,0,2021-01-03,"Sunday","January"
"1579","Borno",806,10,738,33,36,0,2021-01-03,"Sunday","January"
"1580","Cross River",169,0,157,75,12,0,2021-01-03,"Sunday","January"
"1581","Delta",1888,20,1737,0,52,3,2021-01-03,"Sunday","January"
"1582","Ebonyi",1107,10,1072,35,30,0,2021-01-03,"Sunday","January"
"1583","Edo",2902,72,2681,46,117,4,2021-01-03,"Sunday","January"
"1584","Ekiti",415,6,395,3,6,0,2021-01-03,"Sunday","January"
"1585","Enugu",1400,18,1348,15,21,0,2021-01-03,"Sunday","January"
"1586","FCT",12083,729,7588,707,104,8,2021-01-03,"Sunday","January"
"1587","Gombe",1338,66,1001,45,37,4,2021-01-03,"Sunday","January"
"1588","Imo",766,18,722,8,13,1,2021-01-03,"Sunday","January"
"1589","Jigawa",407,15,368,24,11,0,2021-01-03,"Sunday","January"
"1590","Kaduna",5447,507,4708,265,53,3,2021-01-03,"Sunday","January"
"1591","Kano",2324,130,1930,95,68,7,2021-01-03,"Sunday","January"
"1592","Katsina",1636,38,1429,156,27,0,2021-01-03,"Sunday","January"
"1593","Kebbi",173,10,144,0,9,1,2021-01-03,"Sunday","January"
"1594","Kogi",5,0,3,0,2,0,2021-01-03,"Sunday","January"
"1595","Kwara",1414,35,1094,0,31,0,2021-01-03,"Sunday","January"
"1596","Lagos",31321,2580,26795,1597,247,6,2021-01-03,"Sunday","January"
"1597","Nasarawa",898,177,325,0,13,0,2021-01-03,"Sunday","January"
"1598","Niger",417,8,320,20,13,0,2021-01-03,"Sunday","January"
"1599","Ogun",2552,97,2292,50,34,0,2021-01-03,"Sunday","January"
"1600","Ondo",1843,41,1763,73,41,0,2021-01-03,"Sunday","January"
"1601","Osun",1019,15,965,18,24,1,2021-01-03,"Sunday","January"
"1602","Oyo",4035,142,3402,25,52,6,2021-01-03,"Sunday","January"
"1603","Plateau",4997,456,4560,478,44,8,2021-01-03,"Sunday","January"
"1604","Rivers",3572,196,3209,98,64,0,2021-01-03,"Sunday","January"
"1605","Sokoto",380,82,270,42,18,1,2021-01-03,"Sunday","January"
"1606","Taraba",217,6,187,10,7,0,2021-01-03,"Sunday","January"
"1607","Yobe",201,14,144,21,8,0,2021-01-03,"Sunday","January"
"1608","Zamfara",112,26,82,9,5,0,2021-01-03,"Sunday","January"
"1609","Abia",983,3,957,12,10,0,2020-12-27,"Sunday","December"
"1610","Adamawa",355,11,238,0,21,0,2020-12-27,"Sunday","December"
"1611","Akwa Ibom",429,23,347,5,9,0,2020-12-27,"Sunday","December"
"1612","Anambra",308,9,274,0,19,0,2020-12-27,"Sunday","December"
"1613","Bauchi",968,71,847,72,17,3,2020-12-27,"Sunday","December"
"1614","Bayelsa",519,22,421,0,21,0,2020-12-27,"Sunday","December"
"1615","Benue",532,17,469,9,11,0,2020-12-27,"Sunday","December"
"1616","Borno",796,18,705,0,36,0,2020-12-27,"Sunday","December"
"1617","Cross River",169,4,82,1,12,1,2020-12-27,"Sunday","December"
"1618","Delta",1868,25,1737,0,49,0,2020-12-27,"Sunday","December"
"1619","Ebonyi",1097,6,1037,0,30,0,2020-12-27,"Sunday","December"
"1620","Edo",2830,62,2635,32,113,0,2020-12-27,"Sunday","December"
"1621","Ekiti",409,4,392,17,6,0,2020-12-27,"Sunday","December"
"1622","Enugu",1382,6,1333,12,21,0,2020-12-27,"Sunday","December"
"1623","FCT",11354,1727,6881,187,96,3,2020-12-27,"Sunday","December"
"1624","Gombe",1272,108,956,2,33,2,2020-12-27,"Sunday","December"
"1625","Imo",748,14,714,53,12,0,2020-12-27,"Sunday","December"
"1626","Jigawa",392,6,344,26,11,0,2020-12-27,"Sunday","December"
"1627","Kaduna",4940,436,4443,566,50,2,2020-12-27,"Sunday","December"
"1628","Kano",2194,162,1835,57,61,5,2020-12-27,"Sunday","December"
"1629","Katsina",1598,197,1273,106,27,3,2020-12-27,"Sunday","December"
"1630","Kebbi",163,20,144,14,8,0,2020-12-27,"Sunday","December"
"1631","Kogi",5,0,3,0,2,0,2020-12-27,"Sunday","December"
"1632","Kwara",1379,480,1094,0,31,0,2020-12-27,"Sunday","December"
"1633","Lagos",28741,1636,25198,1161,241,5,2020-12-27,"Sunday","December"
"1634","Nasarawa",721,121,325,4,13,0,2020-12-27,"Sunday","December"
"1635","Niger",409,28,300,0,13,1,2020-12-27,"Sunday","December"
"1636","Ogun",2455,73,2242,67,34,1,2020-12-27,"Sunday","December"
